id,form,type,translation_lexeme,analysis,translation,mw_lexeme
1171.1,dahra,word,fire,MW.dahra.91211 Voc.M.S,"Grant[√दा लोट् 3s.] us sustenance[RV], O Shining[√अञ्ज् अच्] fire[Uṇvṛ]","fire, ib."
1173.1,asama,stem,unequalled,MW.asama.20660,O unequalled[RV] roaring[Br] destroyer[Mbh],"अ-सम mfn. uneven, unequal , Mn. x, 73"
1173.1,mandra,stem,roaring,MW.mandra.157663,O unequalled[RV] roaring[Br] destroyer[Mbh],"मन्द्र mfn. pleasant, agreeable, charming,  sounding or speaking pleasantly &c., RV."
1173.1,kzaya,word,roaring,MW.kzaya.59276 Voc.M.S,O unequalled[RV] roaring[Br] destroyer[Mbh],"abode in Yama's dominion Comm. on R.  ii, 109, 11"
1174.1,kam,word,excellent,MW.kam.43756.5 Nom.M.S,The excellent[TS] one wearing the moon[Siddh] in the head[Dhūrtas](Shiva),
1174.1,masta,stem,"मस्त n.  the head, Dhūrtas.",MW.masta.159066,The excellent[TS] one wearing the moon[Siddh] in the head[Dhūrtas](Shiva),"मस्त n.  the head, Dhūrtas."
1174.1,mAsam,word,mA/sa m.  the moon,MW.mAsa.163896 Acc.M.S,The excellent[TS] one wearing the moon[Siddh] in the head[Dhūrtas](Shiva),mA/sa m.  the moon
1175.1,rava,word,Roaring,DHATU.ru. KRT.ac Voc.M.S,"O Roaring[√रु अच्] consumer[√जम् अच्], O concealer[√वृ शतृ]",
1175.1,jama,word,consumer,DHATU.jam. KRT.ac Voc.M.S,"O Roaring[√रु अच्] consumer[√जम् अच्], O concealer[√वृ शतृ]",
1175.1,varan,word,concealer,DHATU.vf. KRT.Satf Nom.M.S,"O Roaring[√रु अच्] consumer[√जम् अच्], O concealer[√वृ शतृ]",
1176.1,ravasa,stem,रवस See पुरू-र्°.,MW.ravasa.175333,The roaring[RV] Stormy one[RV][SR: reṣmiya],रवस See पुरू-र्°.
1176.1,maTram,word,"maTra/ mfn. shaken, agitated, whirling, RV. .",MW.maTra.155217 Acc.M.S,The roaring[RV] Stormy one[RV][SR: reṣmiya],"maTra/ mfn. shaken, agitated, whirling, RV. ."
1177.1,maYja,stem,resounding,DHATU.maYja~. KRT.ac Voc.M.S,shine[√मञ्ज्] bestower[RV],
1177.1,Bara,word,shine,MW.Bara.148674 Voc.M.S,shine[√मञ्ज्] bestower[RV],"भर n. du.  N. of 2 Sāmans, ĀrṣBr."
1178.1,rava,word,roarer,MW.rava.175305 Voc.M.S,O roarer[√रु] the sound[√मञ्ज्] bestrewing one[√वप्],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
1178.1,mAYja,stem,to cleanse or be bright,MW.maYj.154426 TAD.aR,O roarer[√रु] the sound[√मञ्ज्] bestrewing one[√वप्],to cleanse or be bright
1178.1,vapan,word,one,DHATU.vap KRT.Satf Voc.M.S,O roarer[√रु] the sound[√मञ्ज्] bestrewing one[√वप्],
1181.1,ravasa,stem,रवस See पुरू-र्°.,MW.ravasa.175333,O Roaring[√रु अच्] loud one[√भण् क्विप्],रवस See पुरू-र्°.
1181.1,BAR,word,one,DHATU.BaR. KRT.kvip Voc.M.S,O Roaring[√रु अच्] loud one[√भण् क्विप्],
1182.1,ama,word,mighty,MW.ama.13749 Voc.M.S,"O mighty[RV] seizer[MBh], O who ties[√मव् अच्] the bowstring[MBh]","1. अम m. impetuosity, violence, strength, power, RV."
1182.1,mava,stem,seizer,DHATU.mava~.Bhvadi KRT.ac Voc.M.S,"O mighty[RV] seizer[MBh], O who ties[√मव् अच्] the bowstring[MBh]",
1182.1,sajja,word,"sajja mfn. fixed, prepared, equipped, ready for , MBh.",MW.sajja.229024 Voc.M.S,ready/equipped[MBh],"sajja mfn. fixed, prepared, equipped, ready for , MBh."
1182.1,A,stem,mighty,MW.A.22012,"O mighty[RV] seizer[MBh], O who ties[√मव् अच्] the bowstring[MBh]","3. A m. N. of Śiva, L."
1182.1,hara,word,mighty seizer,MW.hara.260678 Voc.M.S,"O mighty[RV] seizer[MBh], O who ties[√मव् अच्] the bowstring[MBh]","हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
1183.1,kam,word,Excellent,MW.kam.43756.1 Nom.M.S,O excellent[RV] wandering[MBh] roarer[√तन् अच्],
1183.1,trasa,stem,wandering,MW.trasa.87511,O excellent[RV] wandering[MBh] roarer[√तन् अच्],trasa mfn. moving
1183.1,tAna,word,roarer,MW.tAna.82924 Voc.M.S,O excellent[RV] wandering[MBh] roarer[√तन् अच्],"तान m. a monotonous or dreary tone, W."
1185.1,Asada,stem,approaching,MW.Asada.27957,The approaching[RV] Giver[R; nms. सन्][Sri Rudram:mīḍuṣṭama ācara; MBh:durāsada=Shiva],"आ-सद m. approaching, meeting ."
1185.1,sA,word,Giver,DHATU.zaRu~. KRT.kvip Nom.M.S,The approaching[RV] Giver[R; nms. सन्][Sri Rudram:mīḍuṣṭama ācara; MBh:durāsada=Shiva],
1187.1,akzaya,word,undecaying,MW.akzaya.557 Voc.M.S,undecaying[BG; SR:ahantya],"अ-क्षय mfn. exempt from decay, undecaying"
1188.1,taqan,word,punisher,DHATU.taq. KRT.Satf Nom.M.S,O punisher[√तड् शतृ],
1189.1,Ama,word,offer,DHATU.man. TIN.liw.1.S,May I offer[√मन् लिट् 1s] my mind[RV; Sri Rudram:prabhrāmahe matim],"N. of the cow , RV. iii, 30, 14, &c."
1189.1,manaH,word,mind,MW.mana.156712 Nom.M.S,May I offer[√मन् लिट् 1s] my mind[RV; Sri Rudram:prabhrāmahe matim],"1. मन m. Indian spikenard, Nardostachys Jatamansi, L."
1190.1,ravam,word,Roaring,DHATU.ru. KRT.ac Acc.M.S,The Roaring[√रु अच्] assault[Nir] protector[Pāṇ],
1190.1,tuYja,stem,assault,MW.tuYja.85820,The Roaring[√रु अच्] assault[Nir] protector[Pāṇ],"तुञ्ज m. shock, assault, i, 7, 7"
1190.1,tram,word,protector,MW.tra.87409 Acc.M.S,The Roaring[√रु अच्] assault[Nir] protector[Pāṇ],kfta- and jala-trA.
1191.1,dada,stem,Generous,MW.dada.89875,O Generous[Pāṇ] pacified one[√दम् क्त],"दद mfn.  ‘giving’, see अभयं-"
1191.1,dAnta,word,one,DHATU.dam. KRT.kta Voc.M.S,O Generous[Pāṇ] pacified one[√दम् क्त],
1192.1,aSma,stem,Generous,MW.aSma,O one who destroys[MBh] with the thunderbolt[RV],
1192.1,hara,word,destroys,MW.hara.260679 Voc.M.S,O one who destroys[MBh] with the thunderbolt[RV],"of a Dānava, MBh."
1194.1,tAna,stem,roar,MW.tAna.83833,O roar[√तन् घञ्] giver[śiś],
1194.1,ra,word,giver,MW.ra.173014 Voc.M.S,O roar[√तन् घञ्] giver[śiś],"2. ra  a cretic , Piṅg."
1195.1,raTakzaya,word,Sitting on chariot,MW.raTakzaya.174524 Voc.M.S,O one Sitting on chariots[RV],"ra/Ta—kzaya , mfn. sitting in a ch°, RV."
1196.1,i,word,Lord,MW.I.29691 Voc.M.S,Oh[Pāṇ] Lord[RV] of flood/ocean[RV][SR: arṇava],"2. ई m. N. of Kandarpa, the god of love, L."
1196.1,arRa,stem,flood,MW.arRa.15792,Oh[Pāṇ] Lord[RV] of flood/ocean[RV][SR: arṇava],"a/rRa m. n. a wave, flood stream, RV."
1196.1,ISana,word,"ईशन n. commanding, reigning, ŚvetUp.",MW.ISana.29851 Voc.M.S,Oh[Pāṇ] Lord[RV] of flood/ocean[RV][SR: arṇava],"ईशन n. commanding, reigning, ŚvetUp."
1197.1,A,stem,fully,MW.A.22011.1,O killer[Gaut; SR: hantṛ],"also of compassion or pain , and of assent, L."
1197.1,hAna,word,killer,MW.hAna.262517 Voc.M.S,O killer[Gaut; SR: hantṛ],"want, lack, Kap."
1198.1,anya,word,inexhaustible,MW.anya.8560 Voc.M.S,"O inexhaustible one[AV; =Avyaya(Shiva), Liṅga-purāṇa, 1.31.38]","1. अन्य , अम्, n. inexhaustibleness , AV. xii, 1, 4 ."
1199.1,varan,word,concealing,DHATU.vf. KRT.Satf Nom.M.S,O concealing[√वृ शतृ] imperishable[MBh] one[SR: uṣṇīṣin],
1199.1,akzaya,word,imperishable,MW.akzaya.557 Voc.M.S,O concealing[√वृ शतृ] imperishable[MBh] one[SR: uṣṇīṣin],"अ-क्षय mfn. exempt from decay, undecaying"
1204.1,ravAya,word,Roarer,DHATU.ru. KRT.ac Dat.M.S,for the Roarer[√रु अच्],
1205.1,aSma,stem,stone,MW.aSman.19713,stone/thunderbolt[RV],"2. अश्मन् m. , a stone, rock, RV. &c."
1205.1,tana,word,Destroys,MW.tana.82251 Voc.M.S,O one who Destroys[√तन् अच्] with the thunderbolt[RV],"तन n. offspring, posterity, i, 39, 7"
1206.1,mahasam,word,"mahasa n. knowledge, L.",MW.mahasa.159290 Acc.M.S,The might[RV],"mahasa n. knowledge, L."
1209.1,damana,stem,Subduer,MW.damana.90271,O one beneficent[RV] to the Subduer's[MBh] praisers[√पन् अच्],"दमन mfn. ifc. taming, subduing, overpowering, MBh. viii"
1209.1,pana,stem,praiser,DHATU.pana~\.Bhvadi KRT.ac Voc.M.S,O one beneficent[RV] to the Subduer's[MBh] praisers[√पन् अच्],
1209.1,Anava,word,beneficent,MW.Anava.24487 Voc.M.S,O one beneficent[RV] to the Subduer's[MBh] praisers[√पन् अच्],"to men, RV"
1210.1,rarARa,word,May he roar,MW.rarARa.175295 Voc.M.S,May he roar[√रण् लिट् 1s],"रराण mfn.  distributing, bestowing, bountiful, liberal, RV."
1211.1,ravARa,word,रवाण See under √ 1. रु.,MW.ravARa.175328 Voc.M.S,O Roaring[√रु शतृ MBh] sacrificing[√यज् शतृ] one,रवाण See under √ 1. रु.
1211.1,yajan,word,sacrificing,DHATU.yaj. KRT.Satf Nom.M.S,O Roaring[√रु शतृ MBh] sacrificing[√यज् शतृ] one,
1214.1,naman,word,eminent,DHATU.Rama~. KRT.Satf  Voc.M.S,O eminent[MBh] one who is drawing a bow[√नम् शतृ],
1214.1,varya,word,eminent,MW.varya.187829 Voc.M.S,O eminent[MBh] one who is drawing a bow[√नम् शतृ],"excellent, eminent, chief, principal, best of , MBh."
1216.1,dama,stem,f,MW.dama.90253,Servant[AV](f) of the Subduer[MBh],"punishment, fine, viii f."
1216.1,dAsI,word,f,MW.dAsI.91967 Nom.F.S,Servant[AV](f) of the Subduer[MBh],2. दासी  f. of 1. दास .
1219.1,daha,word,burns,DHATU.dah. KRT.ac Voc.M.S,O one who burns[√दह् अच् RV],
1220.1,adanI,word,food,MW.adana.3586 TAD.ini Nom.M.S,One who possesses food[आदन इनि; SR: andhasaspati],"food, RV. vi, 59, 3."
1224.1,Cada,stem,V,MW.Cada.75460,"Vṛtr[=cover, BhP] killer[RV vṛtrahan]","छद m. a cover, covering , R. vii, 23, 4, 32"
1224.1,han,word,killer,MW.han.260418 Voc.M.S,"Vṛtr[=cover, BhP] killer[RV vṛtrahan]","2. हन् mfn. killing, a killer, slayer"
1227.1,saMvara,word,Viṣṇu,MW.saMvara.226080 Voc.M.S,O one who stops[Name of Viṣṇu in Pañcar],saM-vara &c. See saM- √ 1. 2. vf.
1227.3,AMSa,word,Aṃśa,MW.AMSa.22028 Voc.M.S,Relating to/descendent of Aṃśa[RV],"आंश m. a descendant of Aṃśa Comm. on Uṇ. v, 21."
1228.1,jA,word,The generator,DHATU.jan KRT.kvip Nom.M.S,The generator[nms. of जन्],
1234.1,ahata,stem,unblemished,MW.ahata.21643,The unblemished[BhP] esteemed one[MBh],"unblemished, unsoiled, BhP."
1234.1,mAnI,word,The,MW.mAna.162719 TAD.ini Nom.M.S,The unblemished[BhP] esteemed one[MBh],"1. मान m.  opinion, notion, conception, idea, Tattvas."
1235.1,sAma,stem,"1. sAma n.  likeness, similarity, L.",MW.sAma,Tranquil[sāman TBr] Appearance[RV][वर्ण इनि],
1235.1,varRI,word,Appearance,MW.varRin.187506 Nom.M.S,Tranquil[sāman TBr] Appearance[RV][वर्ण इनि],having the colour or appearance of R.
1237.1,manaH,stem,manaH in comp. for manas.,MW.manaH.156722,The willingly[RV] honored[MBh],manaH in comp. for manas.
1237.1,matam,word,willingly,MW.mata.156636 Acc.M.S,The willingly[RV] honored[MBh],"knowledge, W."
1240.1,ja,stem,of,MW.ja.76157,The Splendor[RV] of the creator's[√जन् क्विप्] oblation[Hariv],"born or produced , Mn. x, 25"
1240.1,mAKa,stem,oblation,MW.mAKa.161941,The Splendor[RV] of the creator's[√जन् क्विप्] oblation[Hariv],"माख  n.  any relationship based upon an oblation offered in common, Hariv. ."
1240.1,DIH,word,creator's,MW.DI.101269 KRT.kvip Acc.F.P,The Splendor[RV] of the creator's[√जन् क्विप्] oblation[Hariv],"notion, opinion, the taking for , RV. &c. &c."
1250.1,upta,word,Seeded,MW.upta.37049 Voc.M.S,O Seeded one(field)[√वप् क्त; SR: urvarya],"उप्त उप्ति, &c. See √ 2. वप्."
1253.1,AnAyI,word,fisherman,MW.AnAya TAD.ini Nom.M.S,fisherman [nms. आनायिन्; SR: niśāda],
1257.1,mama,word,My[MW:asmad Gen.Sg.],PRON.asmad Gen.M.S,O my[RV] destroyer[RV],
1257.1,han,word,"to strike, beat , pound, hammer , strike &c",MW.han.260297.1 Voc.M.S,O my[RV] destroyer[RV],
1258.1,ravam,word,Roarer,MW.rava.175305 Acc.M.S,Honor[√मन् लोट् 2s] the Roarer[√रु अच्],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
1258.1,mana,word,"N. of a son of Śambara, Hariv. .",MW.mana.156713 Voc.M.S,Honor[√मन् लोट् 2s] the Roarer[√रु अच्],"N. of a son of Śambara, Hariv. ."
1262.2,Aka,stem,wandering,DHATU.aka~. KRT.GaY,The wandering[√अक् घञ्] destroyer[BhP],
1262.2,dahana,word,The,MW.dahana.91168 Voc.M.S,The wandering[√अक् घञ्] destroyer[BhP],"दहन mfn. burning, consuming by fire, scorching, destroying , Hariv."
1264.1,Ana,word,"आन m. , face",MW.Ana.24313 Voc.M.S,"O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]","आन m. , face"
1264.1,mara,word,Rudra,MW.mara.158115 Voc.M.S,"O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]","मर m. w.r. for नराः, Hariv. 8464."
1265.1,Sama,stem,death,MW.Sama.212912,O destroyer[MBh] of death[Bhartṛ],"शम m. tranquillity, calmness, rest, equanimity, quietude or quietism, absence of passion, abstraction from external objects through intense meditation , Mn."
1265.1,hAna,word,killer,MW.hAna.262517 Voc.M.S,O destroyer[MBh] of death[Bhartṛ],"want, lack, Kap."
1266.1,A,word,breather,DHATU.ana~. KRT.kvip Nom.M.S,The one who breathes[√अन् nom. RV 10.129.2],
1269.1,avara,word,small,MW.avara.17854 Voc.M.S,small[=kṣulla=Rudra Sri Rudram][L>R],"low, mean, unimportant of small value, ŚBr."
1270.1,mamAna,word,worship,DHATU.mAn. TIN.liw.1.S,May I worship[√मान् लिट् 1s] The destroyer[Bhp नशन इनि],
1270.1,naSanin,word,"loss, BhP.",MW.naSana.104764 TAD.ini Voc.M.S,May I worship[√मान् लिट् 1s] The destroyer[Bhp नशन इनि],"loss, BhP."
1277.1,Arava,stem,roaring,MW.Arava.26220,The roaring[Pāṇ] annointer[√मन् अच्],"crash, sound, R. &c."
1277.1,mana,word,annointer,MW.mana.156713 Voc.M.S,The roaring[Pāṇ] annointer[√मन् अच्],"N. of a son of Śambara, Hariv. ."
1293.1,dasma,word,extraordinary,MW.dasma.91132 Voc.M.S,"O extraordinary[RV] one, lead me[√वह् लोट् 2s] rightly[RV] to the council[RV]","दस्म mfn.  accomplishing wonderful deeds, wonderful, extraordinary, RV."
1293.1,vaha,word,Carrying,DHATU.vah. TIN.low.2.S,"O extraordinary[RV] one, lead me[√वह् लोट् 2s] rightly[RV] to the council[RV]",
1293.1,aYjas,word,quickly,INDC.aYjas.2301,"O extraordinary[RV] one, lead me[√वह् लोट् 2s] quickly[RV] to the council[RV]",
1293.1,saBAm,word,council,MW.saBA.232903 Acc.F.S,"O extraordinary[RV] one, lead me[√वह् लोट् 2s] rightly[RV] to the council[RV]","सभा f.  an assembly, congregation, meeting, council, public audience, RV. &c. &c."
1294.1,nanama,word,salute,DHATU.Rama~. TIN.liw.2.S,May I salute[√नम् लिट् 2s] the praised[RV] destroyer[√जष् अच्],
1294.1,Sastam,word,praised,MW.Sasta.210873 Acc.M.S,May I salute[√नम् लिट् 2s] the praised[RV] destroyer[√जष् अच्],"praised, commended, approved, MBh."
1294.1,jazam,word,May,MW.jaza.78361 Acc.M.S,May I salute[√नम् लिट् 2s] the praised[RV] destroyer[√जष् अच्],"जष m. N. of an aquatic animal , AV. xi, 2, 25"
1295.1,anDa,stem,darkness,MW.anDa.8413,"O one who drives away[√यु अच्] the darkness[R; Sun in RV 1.62.5, SR: Rising Sun]",dark
1295.1,yava,word,who,MW.yava.170654 Voc.M.S,"O one who drives away[√यु अच्] the darkness[R; Sun in RV 1.62.5, SR: Rising Sun]","speed, velocity, W."
1296.1,Aha,word,Interjection ,INDC.Aha.28277,Indeed O cutting[Nalod] mighty[RV] roarer[√भन् अच्],
1296.1,lava,stem,cutting,MW.lava.181833,Indeed O cutting[Nalod] mighty[RV] roarer[√भन् अच्],"that which is cut or shorn off, a shorn fleece, wool, hair, Mn."
1296.1,maha,stem,mighty,MW.maha.159156,Indeed O cutting[Nalod] mighty[RV] roarer[√भन् अच्],"maha/ m.  a feast, festival, MBh."
1296.1,BaRa,word,roar,DHATU.BaR. KRT.ac Voc.M.S,Indeed O cutting[Nalod] mighty[RV] roarer[√भन् अच्],
1317.1,sana,word,ancient,MW.sana.231054 Voc.M.S,O ancient one[RV; =Vṛddha],"2. सन mfn.  old, ancient , RV."
1318.1,dasmAni,word,accomplishers,MW.dasma.91132 Acc.N.P,The accomplishers[दस्म nns],"दस्म mfn.  accomplishing wonderful deeds, wonderful, extraordinary, RV."
1319.1,antamayI,word,who,MW.anta.7908 TAD.mayaw.ini Nom.M.S,One who holds[+इनि] the essence[-maya] of dissolution[RV](Rudra),whole amount
1320.1,maTAni,word,Destroyers,DHATU.maT. KRT.ac Nom.N.P,The destroyers[√मथ् अच्],
1323.2,uzA,stem,dawn,MW.uzA.37730,The stirrer[MBh इनि] of dawn[RV] [SR: tamra aruṇa],"उषा f. morning light, dawn, morning, RV."
1323.2,maTanI,word,Stirrer,DHATU.maT. KRT.lyuw TAD.ini Nom.M.S,The stirrer[MBh इनि] of dawn[RV] [SR: tamra aruṇa],
1324.2,tman,stem,the,MW.tman.87332,Faithful[RV] to the ātman[RV],"त्मन् m.  the vital breath, RV. i, 63, 8 , ĀśvŚr. vi, 9, 1"
1324.2,ariH,word,Faithful,MW.ari.15278 Nom.M.S,Faithful[RV] to the ātman[RV],"to faithful, RV"
1326.2,sahana,word,mighty,MW.sahana.239999 Voc.M.S,O mighty one[Nir],"sahana mfn. powerful, strong , Nir. viii, 15"
1327.1,arajaH,word,"a-raja/s mfn. dustless, ŚBr. xiv, N., free from passion or desire, MBh. xiv,...",MW.arajas.15039 Voc.M.S,O one free from passion[MBh],"a-raja/s mfn. dustless, ŚBr. xiv, N., free from passion or desire, MBh. xiv, 1283"
1332.1,jaman,word,eats,DHATU.jam. KRT.Satf Nom.M.S,O one who eats[√जम् शतृ; avś 19.55.5 annāda],
1346.1,aBayI,word,fearless,MW.aBaya.11125 TAD.ini Nom.M.S,The fearless one[ŚBr][अभय इनि],"अ-भय mfn. fearless, undaunted, ŚBr. xiv"
1347.2,SAtana,word,Destroyer,MW.SAtana.215181 Voc.M.S,O Destroyer[Nir],"sharpness, thinness, ib."
1350.1,caka,word,Caka(Name),MW.caka.70296 Voc.M.S,"The satiating one[√चक् अच्; =3 libations śBr 11.6.2.7], Name  of a Nāga priest[TāṇḍyaBr. xxv, 15, 3]","चक m.  N. of a Nāga priest, TāṇḍyaBr. xxv, 15, 3"
1350.2,ama,stem,mighty,MW.ama.13749,The mighty[RV] generous[BhP] one,"1. अम m. impetuosity, violence, strength, power, RV."
1350.2,dAnI,word,generous[MW:dAna],MW.dAnin.91317 Nom.M.S,The mighty[RV] generous[BhP] one,
1370.1,tama,stem,darkness,MW.tama.82871,The remover[हान इनि] of darkness[ŚivaP],"तम n.  darkness, L."
1370.1,hAnI,word,of,MW.hAni.262519 Acc.M.D,The remover[हान इनि] of darkness[ŚivaP],"hAni f.  abandonment, relinquishment, Kuval."
1381.1,asrAn,word,tears,MW.asra.21532 Acc.M.P,tears[RV] (of/by Shiva),"अस्र , n. a tear, Mn."
1382.1,tAna,stem,"तान m.  a tone , tune, Bālar.",MW.tAna.83833,The roaring[√तन् अच्] thrower[=Rudra;āsin Wörterbuch],
1382.1,AsI,word,thrower[MW:Asa],Wörterbuch.Asin Nom.M.S,The roaring[√तन् अच्] thrower[=Rudra;āsin Wörterbuch],
1382.3,Dakka,word,destroyer,DHATU.Dakk. KRT.ac Voc.M.S,O destroyer[√धक्क् अच्],
1388.1,anarRa,stem,annointer,MW.arRa.15793 NEG,O tranquil(without tumult)[न अर्ण RV] annointer[√अञ्ज् शतृ][śiva bhiṣak],"tumult of battle, RV. v, 50, 4"
1388.1,aYjan,word,annointer,DHATU.anjU~. KRT.Satf Voc.M.S,O tranquil(without tumult)[न अर्ण RV] annointer[√अञ्ज् शतृ][śiva bhiṣak],
1396.1,datta,stem,roaring,MW.datta.89799,O one endowed[RV] with roaring[Pāṇ]),"N. of a son of Rājādhideya Sūra, Hariv. 2033"
